date	edition	section	page	length	head	hash	year	month
text601492	2016-07-11	朝刊	１社会	19	667	無駄遣いやめて・国政参加実感　１８・１９歳、初めての選挙権　参院選　【大阪】	cb16dc31a5838f55d7f7936ea4352d61	2016	7
text601493	2016-07-11	朝刊	１社会	19	485	今井絵理子氏・自見英子氏が初当選　被災地・藤木氏も　参院選　【西部】	a323f13e09272dd7feca784b6c4dc258	2016	7
text601494	2016-07-11	朝刊	１社会	19	1714	暮らしの安定願い、自公　アベノミクス結果見るまで　参院選　【名古屋】	cbc45c4e8127c61602367b2b1b747d1e	2016	7
text601495	2016-07-11	朝刊	１社会	19	1451	自民、アベノミクス訴え前面　参院選　【大阪】	1c7924c8dc1b96f488d8e042af22e623	2016	7
text601496	2016-07-11	朝刊	１社会	19	1254	１８・１９歳、初の一票　若者向け政策注視・無駄遣いやめて　参院選　【西部】	7b5d1fd805ce47e346f656b7a1024371	2016	7
text601497	2016-07-11	朝刊	１社会	19	1033	自公に一票、そのわけは　復興進めてもらうため・ほかに選択肢なかった　参院選【西部】	7ec6249a26ab91273c67e11f6ed66479	2016	7
text601498	2016-07-12	朝刊	１総合	1	1232	（３分の２　これからの民主主義：１）専断防ぐ政治改革構想を　論説主幹・根本清樹	95713ce50922f4e670ac0d9b10d7f910	2016	7
text601499	2016-07-12	朝刊	１総合	1	611	（天声人語）永六輔さんの大往生	3ae7042b28fdab577257c2ae15a5b836	2016	7
text601500	2016-07-12	夕刊	１総合	1	588	「ＥＵ離脱成功へ最善の条件交渉」　英国のメイ次期首相演説	48fba205721af08a0353250d62ca5ee4	2016	7
text601501	2016-07-12	夕刊	１総合	1	411	経済対策、１０兆円規模　首相指示へ　臨時国会に提出方針	5700f6a915c5f8046341531ef6aecedd	2016	7
text601502	2016-07-12	夕刊	２総合	2	1121	南スーダン、両派停戦命令　増える犠牲者、情勢不透明	b485c118c4b352fdbe824bbe706f08f7	2016	7
text601503	2016-07-12	夕刊	２総合	2	364	日中首脳会談、調整　ＡＳＥＭに合わせ　昨年１１月以来	ad0d13ed0215a60ef70864502c5bf6e8	2016	7
text601504	2016-07-12	夕刊	２総合	2	375	モスル奪還向け５６０人を追加派兵　米国防長官	dc768527bcd5b471ba75b70bdc94e095	2016	7
text601505	2016-07-12	朝刊	２総合	2	3188	（改憲勢力「３分の２」のゆくえ：上）首相、改憲議論を本格化へ　具体論では各党にばらつき	0e97fa1d304ddc22ce15659be6805ec9	2016	7
text601506	2016-07-12	朝刊	３総合	3	981	陸自車両で初の邦人退避　南スーダンに空自機派遣へ	37ee5c69fd99af66d8220edd69fb2334	2016	7
text601507	2016-07-12	朝刊	４総合	4	613	同友会、改憲議論へ　経団連も「必要に応じ」	1f98acc8f6ccb206d2547aa74622599c	2016	7
text601508	2016-07-12	朝刊	４総合	4	216	新党改革、非政党に	ee2f3212a32661a1ef2355ff64bfe6da	2016	7
text601509	2016-07-12	朝刊	４総合	4	548	安倍首相の会見（要旨）	3b0043d77d865d5c7456cdcb4650cf42	2016	7
text601510	2016-07-12	夕刊	文化芸能	4	809	回して回して、皮肉も込めて　「しりあがり寿の現代美術　回・転・展」	ff570fae03b763bac4da84abbe881900	2016	7
text601511	2016-07-12	朝刊	臨特Ｇ	6	6574	参院選の確定得票　比例区・改選数４８	859ecfc72916ca545504b3fa878d7478	2016	7
text601512	2016-07-12	朝刊	臨特Ｆ	7	10603	参院選の確定得票　選挙区・改選数７３	059cfc490724a788733e10566045b377	2016	7
text601513	2016-07-12	朝刊	特設Ｏ	8	3000	（朝日・東大谷口研究室共同調査）改憲、緊急事態条項が最多　参院選当選者を読み解く	1c712d4666b400f7ae5f214eea359d44	2016	7
text601514	2016-07-12	夕刊	スポーツ１	9	543	リオ開会式招待状、停職中のルセフ氏に　本人は出席希望、大統領代行と同席か	5031f4a6ecf20e98a9d2fd58babee798	2016	7
text601515	2016-07-12	夕刊	２社会	10	114	名古屋高裁長官に原氏	d88d508149ddc43adce993c7c72cb187	2016	7
text601516	2016-07-12	夕刊	２社会	10	215	認知症疑い受診、３月から義務化　７５歳以上の運転者	7a4d7bf7d1a182be0d44b094eba6066c	2016	7
text601517	2016-07-12	朝刊	１経済	11	674	中国の過剰生産「世界的な課題」　日米欧が圧力　Ｇ２０貿易相会議	11f0f91de0956e9e064604e3d4a96c8c	2016	7
text601518	2016-07-12	朝刊	１経済	11	1148	（波聞風問）国民の選択　為政者が国のかたち示してこそ　堀篭俊材	11da413833accf2f4dd6a76ec3524fc2	2016	7
text601519	2016-07-12	夕刊	１社会	11	411	バングラテロ遺族に弔慰金　政府、法施行前に同様基準で	1150d49aa85d11c2108277b9383ae3fb	2016	7
text601520	2016-07-12	朝刊	２経済	13	672	財界、成長戦略に期待　財政健全化も注文　参院選うけ　【名古屋】	3f2fecbb79850ff6d79fe4ac0bd824d8	2016	7
text601521	2016-07-12	朝刊	２外報	14	3472	（離脱の衝撃）英の教訓・ＥＵの未来、米仏独の識者に聞く	bb04dd772896c75ff6242820a5f8b128	2016	7
text601522	2016-07-12	朝刊	１外報	15	332	エジプト外相がイスラエル訪問　９年ぶり	86cdd99b7b49ab94c37e4b7221db7705	2016	7
text601523	2016-07-12	朝刊	１外報	15	763	友好５５周年でも中朝ピリピリ　行事の誘い、中国は答えず	f053959bc5250434cf3014ecac6fb4ad	2016	7
text601524	2016-07-12	朝刊	１外報	15	2020	改憲勢力３分の２、各国はどう見る　安全保障や自衛隊の変質、予想　参院選	ce9177eb0fb74e7405dcefa437f530ef	2016	7
text601525	2016-07-12	朝刊	１外報	15	1180	中国主張「９段線」、合法か否か焦点　南シナ海、きょう国際司法判断	1f39db14907ec8cc896dbb6680bf6162	2016	7
text601526	2016-07-12	朝刊	１外報	15	123	米朝対話ルート、北朝鮮が「断絶」	54e73fdc34535761c1206f53aac2740e	2016	7
text601527	2016-07-12	朝刊	オピニオン２	16	459	（声）合区、情けない投票率の低さ　【大阪】	ead75537c6f5be9c8889f8831004b9cf	2016	7
text601528	2016-07-12	朝刊	オピニオン２	18	471	（声）憲法改正の国民投票に備えよう	5eb34444a49d795b1d7eaa9324cd8aeb	2016	7
text601529	2016-07-12	朝刊	オピニオン２	18	937	（社説）野党共闘　「効果あり」、さて次は	32fdcf0ed3188ddd9490f72bd11b1762	2016	7
text601530	2016-07-12	朝刊	オピニオン２	18	354	（声）首相は批判票の数にも目向けて	2b0e63fdbef336246bbad950e1669a1b	2016	7
text601531	2016-07-12	朝刊	オピニオン２	18	387	（声）「介護離職」防ぐ体制作り急務	3e5c8f85e8263dd33b682b23e8501b20	2016	7
text601532	2016-07-12	朝刊	オピニオン２	18	698	（ＷＥＢＲＯＮＺＡ）中国と話せる力、米も動かす	18fb5722c0771e16e065f25a06c0542d	2016	7
text601533	2016-07-12	朝刊	オピニオン２	18	486	（声）憲法論議に正確な情報は不可欠	bcd36f0e0a7491a1a1e2172b532fdf62	2016	7
text601534	2016-07-12	朝刊	オピニオン２	18	967	（社説）教育の「中立」　自民党は調査をやめよ	5cd72563ff294615a7fcd81a5d11d003	2016	7
text601535	2016-07-12	朝刊	オピニオン２	18	373	（声）政治家の行動検証が今後の義務	79b50a7064e51e658876737b488c6f53	2016	7
text601536	2016-07-12	朝刊	オピニオン１	19	5415	（座談会）１０・２０・３０代の参院選　安田洋祐さん、佐藤信さん、那須野純花さん	d18e50ddf42ed314f230782b16be3155	2016	7
text601537	2016-07-12	朝刊	スポーツ３	25	3021	南米スポーツ、希望の炎　スリナム・ペルー・ボリビア	0254a4d6072203c73c01440cab1ffb01	2016	7
text601538	2016-07-12	朝刊	新潟全県・２地方	28	960	田中直紀氏、４選逃す　比例にくら替え、知名度生かせず　参院選　／新潟県	a3b166885a1f775b06145ef78f4639bf	2016	7
text601539	2016-07-12	朝刊	山形全県・２地方	28	558	「多様な声、大事にする」　山形選挙区で当選の舟山康江氏　参院選　／山形県	95d084800005d874da6f64c1b0fe2f4e	2016	7
text601540	2016-07-12	朝刊	新潟全県・２地方	28	1414	（２２７９票差の余波：上）野党タッグ、成果と課題　垣根越え連携　参院選　／新潟県	6ce09cb2b64c3f30748b57a7fa2e9ceb	2016	7
text601541	2016-07-12	朝刊	宮城全県・１地方	29	1157	４選の民進・桜井氏、野党共闘に徹し議席　総選挙への展望は未知数　参院選　／宮城県	6bbf40f974e17e3d746ec236b000b740	2016	7
text601542	2016-07-12	朝刊	横浜・１地方	29	1554	（１８歳の選択＠神奈川）一票の先に見えたもの　参院選　／神奈川県	199206b8fce499a6a7e6f891ad56fc6e	2016	7
text601543	2016-07-12	朝刊	栃木全県・１地方	29	1303	自民トップの３８．７８％　参院選比例区得票率　／栃木県	5720ac4ed32fdaef72e6c0c7a0dafc1a	2016	7
text601544	2016-07-12	朝刊	秋田全県・１地方	29	1432	石井氏、危機感共有し組織戦　参院選、戦いを振り返る　／秋田県	61558705819bf033856431a319a01cc6	2016	7
text601545	2016-07-12	朝刊	愛知全県・地域総合	30	2022	（＋Ｃスペシャル）ジョン万次郎、１８８８年夏　朝日プラス・シー　／東海・共通	ce6d4d8619ea77a67db0f147ae4deea6	2016	7
text601546	2016-07-12	朝刊	和歌山全県・２地方	30	663	各党・陣営が談話　参院選　／和歌山県	15816f8729cfa114bef3e023cb8252d3	2016	7
text601547	2016-07-12	朝刊	京都府・２地方	30	1840	（Ｒｅ：１８歳の？　参院選）１８・１９歳　選挙を終えて　／京都府	b5a4e8fd0cae83e5da73b07b2dc74fb0	2016	7
text601548	2016-07-12	朝刊	奈良全県・２地方	30	379	「第一線から降りる」　比例落選の民進・前田氏が会見　参院選　／奈良県	ed642eb25b9c81fc78423189b4c70aa5	2016	7
text601549	2016-07-12	朝刊	滋賀全県・２地方	30	851	県内活性化に意欲　初当選・小鑓氏、駅前で抱負　参院選　／滋賀県	997e20fca2cf1fd76a8eecfa993cf870	2016	7
text601550	2016-07-12	朝刊	滋賀全県・２地方	30	514	１０代の投票率、５３．３３％の推計　県選管、４市町で抽出調査　参院選　／滋賀県	9295cb55a22299d0c9e11c70a9f28072	2016	7
text601551	2016-07-12	朝刊	香川全県・２地方	30	435	会見し謝罪、辞意を表明　民進県連・小川代表　参院選　／香川県	4e44bbb07e5375dcec06266da941b1a6	2016	7
text601552	2016-07-12	朝刊	富山全県・１地方	31	1589	「自民一強」変わらず　野党共闘、戦略見直し課題　参院選　／富山県	62b9011b2f8932a6b4120c86f08e56b6	2016	7
text601553	2016-07-12	朝刊	播磨・１地方	31	379	太子町長初当選の服部氏「住民とまちづくり」　／兵庫県	97ad807de0f0c75eae0643ccd00bb259	2016	7
text601554	2016-07-12	朝刊	富山全県・１地方	31	417	落選の柴田氏、個人名票減る　参院選比例区　／富山県	740644b4fbdde77495a20e2b12a3227f	2016	7
text601555	2016-07-12	朝刊	福井全県・１地方	31	567	改憲は「国民が決める」　５選の山崎氏、慎重姿勢　参院選　／福井県	667b1a3e951a094c4cae54625b069300	2016	7
text601556	2016-07-12	朝刊	愛媛全県・１地方	31	1334	若年層支持、山本氏厚く　５０・６０代は永江氏に　参院選出口調査　／愛媛県	80e5e551ae6e9aa5db48cb5a6f9252e5	2016	7
text601557	2016-07-12	朝刊	宮崎全県・２地方	32	516	１８歳と１９歳の投票率、４市町村を調査「３７．４５％」　参院選　／宮崎県	e13b2dc013756c21deb8ca55ba69b8b9	2016	7
text601558	2016-07-12	朝刊	筑後・１地方	33	485	鳩山邦夫氏お別れの会に２０００人以上　地元久留米で　／福岡県	f809259284f171785729b241039d679b	2016	7
text601559	2016-07-12	朝刊	山口・１地方	33	2563	（１８歳が選ぶ）継続ヒアリング：３　結果、どう感じた？　参院選　／山口県	bae8abffb1c0c96c9902b73a8a394117	2016	7
text601560	2016-07-12	朝刊	長崎・１地方	33	1429	「共闘」危機感強めた自民　野党側「足し算だけでは…」　参院選　／長崎県	bfa1b1bdaaeeac25519e0082cb0f900b	2016	7
text601561	2016-07-12	朝刊	佐賀全県・１地方	33	208	鳩山邦夫氏お別れの会　／佐賀県	344a477125bf07eef4ec8b9967e08b48	2016	7
text601562	2016-07-12	朝刊	佐賀全県・１地方	33	1087	（２０１６参院選　振り返る：上）自民　ＴＰＰ・農協改革…不信深く　／佐賀県	1cc41068b09f3f134024ce060018aec2	2016	7
text601563	2016-07-12	朝刊	３社会	37	1592	南相馬南部で避難解除　対象１万人超、帰還は２割弱か	6ac5f993db8382e00420b16e547dd7bb	2016	7
text601564	2016-07-12	朝刊	１社会	37	1500	（若者レーダー　定点観測）初の一票、私の目安　参院選　【名古屋】	47eb1c52946410d7a3960b8ae29c75da	2016	7
text601565	2016-07-12	朝刊	２社会	38	534	ヘリパッド移設、工事準備　沖縄防衛局、再開へ資機材搬入　【西部】	9c0b50b9879aad08a19b8cfe756a1724	2016	7
text601566	2016-07-12	朝刊	２社会	38	1252	候補者と県民性違う　「合区反対」票も　鳥取・徳島・高知、投票率過去最低　参院選【大阪】	c3f659b1d34e63501583d95138a8a32b	2016	7
text601567	2016-07-12	朝刊	１社会	39	1565	「３分の２」どうみた？　改憲派、「理解進んだ」歓迎　護憲派、「重大局面」と警戒	11a1c3e7b85ff1af4b6e68bb37bb369b	2016	7
text601568	2016-07-12	朝刊	１社会	39	2632	３分の２、重み感じて　暮らしの現場、思い交錯　【大阪】	5fe6a432cbf960ee29ad5b56a5d1dc51	2016	7
text601569	2016-07-12	朝刊	１社会	39	214	（青鉛筆）高校生の模擬選挙を開票　福岡　【西部】	5426841176880baa836ec5a3cae802e2	2016	7
text601570	2016-07-13	朝刊	１総合	1	1174	南シナ海、中国の権利否定　独自境界「法的根拠なし」　仲裁裁判判決	2a443d7a2c4f183fa58b01b0e5a55cb1	2016	7
text601571	2016-07-13	朝刊	１総合	1	1178	（３分の２　これからの民主主義：２）憲法、自民草案撤回から	03d2eca0026c2df03c3a4f1745a3db1c	2016	7
text601572	2016-07-13	朝刊	１総合	1	618	（天声人語）南シナ海の荒波	155d1d3b2136325b2cab1cd4b30cacc0	2016	7
text601573	2016-07-13	朝刊	１総合	1	685	インデックス　７月１３日	950811d2f6d478abca50c9b01d8aedc6	2016	7
text601574	2016-07-13	夕刊	１総合	1	737	南シナ海「白書」で反論　中国「判決無効、拘束力なし」	c9f3208ac5b29d21625d76badf797eaf	2016	7
text601575	2016-07-13	朝刊	２総合	2	3174	（時時刻刻）９段線「違法」、中国は猛反発　南シナ海問題	6529c0f40795a92c78de8c2a828d4585	2016	7
text601576	2016-07-13	夕刊	２総合	2	571	中国各紙、判決を一斉批判　国内不満、回避狙いも　南シナ海問題	ffe4234faf686cb3b9b836a88da0bccc	2016	7
text601577	2016-07-13	夕刊	２総合	2	423	日本政府談話に中国外務省反論　「介入やめるよう望む」　南シナ海問題	c8e35f6610791301042ee752ee7ebb2a	2016	7
text601578	2016-07-13	朝刊	３総合	3	1262	南シナ海、見えぬ解決　米、判決受け入れ要求	b303004097f8c983c4e439e31f0c9818	2016	7
text601579	2016-07-13	夕刊	文化芸能	3	1547	（思考のプリズム）透明な「良き統治」へ　投票で終わりではない　小野正嗣	31563aec56d54d5f14fec00794dfb7f2	2016	7
text601580	2016-07-13	朝刊	４総合	4	332	国交省出身、また「天下り」　ＵＲ理事長に中島氏、政府了承	a3e576a115d948fccf73633d38839727	2016	7
text601581	2016-07-13	朝刊	４総合	4	116	防衛相きょうインドへ	69fda2eb3c92f3190f25f3638e92c8af	2016	7
text601582	2016-07-13	朝刊	４総合	4	422	中国首相と会談調整　安倍首相、あすＡＳＥＭへ	c093648a641b85f7cec00d711552882b	2016	7
text601583	2016-07-13	朝刊	４総合	4	1212	１０兆円規模、財源課題　経済対策、建設国債も視野　首相、４本柱を指示	e31e4d73eb77b6d8301f6d02a29343da	2016	7
text601584	2016-07-13	朝刊	４総合	4	137	ＯＤＡ安全対策を検討　バングラテロ受け	23627ee02d623e7bdc2d15a830c60f51	2016	7
